,type,category,review,star
9,아이폰12,별점,"아이폰 처음 써보는데 좋아요 자급제라서 비싸긴한데 아이폰 큰맘 먹고 한번 써보고싶어서 샀는데 후회없고요 사진 특히 너무 예쁘게 잘나와요
안드로이드만 쓰다가 애플 넘어왔는데 특유의 사진색감이 잘 찍을 맛이 납니다.",4
10,아이폰12,별점,아이폰 만족하고 쓰고 있습니다.,4
11,아이폰12,별점,예쁩니다 근데 충전기랑 이어폰이 없어서 아쉽네요,4
12,아이폰12,별점,일단 빨간색이라서 마음에 들어요 페이스 아이디도 잘 설정되네요 다만 화면이 좀 누렇지만 쓰다 보면 괜찮을 것 같아요~,4
13,아이폰12,별점,깔끔하니 이뻐요 잘 사용하고 있어요,4
14,아이폰12,별점,"카메라가 오줌필터라서 아쉬워요….
폰 자체는 진짜 예뻐요",4
15,아이폰12,별점,"제품은 양품으로 잘왔습니다 사전예약인데도 배송이 오래걸린게 조금 불만족입니다
참고로 화이트는 진짜 이쁘네요ㅎㅎ",4
16,아이폰12,별점,6년만에 핸드폰 바꿈 ...,4
17,아이폰12,별점,배달이 짱 빨라서 놀랐어요. 주문 하고 다음날 바로 받아서 너무 좋았어요,4
18,아이폰12,별점,"프리스비가입해야 사은품주나봐요(필름 )참고하세오


네이버플러스멤버십해서 직접사는거보다 한 사만원싸게삿습니다",4
19,아이폰12,별점,빨리와요..이쁜지는 모르겠어요ㅜ,4
20,아이폰12,별점,좋은상품 저렴하게 잘 구매했습니다,4
21,아이폰12,별점,배송은 늦었으나 상품은.양품입니다,4
22,아이폰12,별점,"너무 좋아요~ 오류니 하자는 없는
거 같습니다",4
23,아이폰12,별점,너무 잘됩니다 감사합니니다,4
24,아이폰12,별점,조아요조아요 조아요 조아요 조아요 조아요 조아요,4
25,아이폰12,별점,배송도 빠르고 가격에 비해 제품의 질도 좋습니다. 깔끔한 포장에 다시 구입하고싶어집니다,4
26,아이폰12,별점,나름 저렴하게 사서 만족스럽습니다,4
27,아이폰12,별점,너무 예뻐요 실물 최고....,4
28,아이폰12,별점,아이폰12자급제 폰 구매했습니다 신용카드 할인하면 최저가 인거 같아요 배송이 좀 느리긴했지만 안전하게 받았습니다,4
29,아이폰12,별점,자급제 폰 찾는중에 다른곳보다 좀더 ㅈㅓ렴하게 살수있어 주문했어요 핸드폰 이상없는거같고 배송도 매우 빨라요^^ 잘 쓸게요~,4
30,아이폰12,별점,"배송은 다음날 바로출발했네요.

배송은 뽁뽁이로 안전하게 왔습니다.",4
31,아이폰12,별점,"좋아요, 와이프에게 선물해서 잘 사용하고 있어요",4
32,아이폰12,별점,좋은 상품 빠른 배송좋습니다,4
33,아이폰12,별점,"잘 받았습니다
aksjdhfkansbxjsncc",4
34,아이폰12,별점,가격도 저렴하거 잘샀네요,4
35,아이폰12,별점,이쁘네요 잘 쓸게요,4
36,아이폰12,별점,"배송은 빠르게 와서 좋았어요!! 굿
하지만 뽑기를 잘 못해서인지....... 오줌필터에 번개도 있음 백만원뽑기 실패..그래도 할인 받아사서 만족",4
37,아이폰12,별점,깔끔해요나쁘지않네요 괜찮은듯해요,4
38,아이폰12,별점,한 달 사용 후기 하자 없는 제품 잘 와서 잘 쓰고 있습니다 무엇보다 가벼워서 좋아요,4
39,아이폰12,별점,좋아요 빠른배송 감사합니다,4
40,아이폰12,별점,아이폰 12... 아들의 군 전역기념선물로 구매...,4
41,아이폰12,별점,"흰색이 젤 깔끔하고 예쁘너요!
좋아요!",4
42,아이폰12,별점,"8으로 쓰다가 넘어왔는데 화면 크기가 커진게 쓰다보니 확트여서 너무 좋네요
물량 한참 품절일 때 운좋게도 겟해서 행복ㅎㅎ",4
43,아이폰12,별점,디자인은 역시 넘 이쁘네요 색도 화이트로 넘 잘 산것닽아요,4
44,아이폰12,별점,"아이폰사용이 익숙해 주문
요금제 안바꾸고 5G 안쓰려고
자급제폰선택~
비싸지만 잘선택한듯",4
45,아이폰12,별점,사용하기 편리하고 동영상도 잘 찍히네요,4
46,아이폰12,별점,갤럭시에서 기변 열심히 적응중..,4
47,아이폰12,별점,"역시 디자인 하나보고 사는 에플폰입니다~
우리딸 선물로 받고 내내 행복하네요~^^",4
