,0,1,2,3
126,최종:92만! 갤럭시북 S NT767XCL-KLTE LTE겸용/33.7cm/Silver&Gold/i5-L16G7/8GB/512GB,1039000,등록일 2020.06.,307
127,삼성전자 갤럭시북 플렉스 NT930QCG-K58A / i5 ssd 256GB 10세대 i5,2300000,등록일 2019.12.,305
128,삼성 갤럭시북 플렉스2 인강용 사무용 대학생 재택근무 컨버터블 15인치 가성비 가벼운 터치 노트북,2499000,등록일 2018.12.,304
129,삼성 갤럭시북 플렉스2 인강용 사무용 대학생 재택근무 컨버터블 15인치 가성비 가벼운 터치 노트북,2499000,등록일 2018.12.,304
130,삼성전자 갤럭시북 이온2 NT930XDZ-A38AW 13인치 대학생 노트북 가볍고 저렴한 사무용 노트북,1099000,등록일 2020.12.,300
131,삼성전자 갤럭시북 이온2 NT930XDZ-A38AW 13인치 대학생 노트북 가볍고 저렴한 사무용 노트북,1099000,등록일 2020.12.,300
132,삼성전자 갤럭시북 플렉스 알파 NT750QCJ-K58A,1754930,등록일 2020.05.,297
133,삼성전자 갤럭시북 NT755XDA-K71AS,1598000,등록일 2021.05.,296
134,삼성전자 갤럭시북 이온2 NT930XDZ-A58AW,1499000,등록일 2020.12.,293
135,삼성전자 갤럭시북 플렉스 알파 NT730QCR-A716A,1260110,등록일 2020.06.,282
136,[최종66만+4종기프트] 갤럭시 북 S NT767XCM-K38 Wi-Fi 전용 0.95kg 초경량 17시간배터리 재택 줌 ZOOM,799000,등록일 2020.08.,282
137,삼성전자 갤럭시북 플렉스 NT950QCG-X716A,1999000,등록일 2019.12.,278
138,[혜택가 159만] 삼성 갤럭시북 프로 NT950XDB-K71A,1839000,등록일 2021.05.,276
139,삼성전자 갤럭시북 플렉스 NT930QCG-K58A,2075000,등록일 2018.12.,268
140,삼성전자 갤럭시북 프로 11세대 i7 /삼성노트북 대학생 인강용 초경량 고사양 노트북,1779000,등록일 2020.12.,265
141,2021 신제품 삼성전자 갤럭시북 프로 11세대 i7 /대학생 인강용 초경량 고사양 노트북,1779000,등록일 2020.12.,265
142,삼성전자 갤럭시북 플렉스 알파 NT750QCR-A58A,1298990,등록일 2020.06.,263
143,갤럭시북 플렉스 NT930QCT-A38A 삼성노트북,1199000,등록일 2019.12.,262
144,삼성 갤럭시북 플렉스 NT930QCT-A38A 삼성노트북,1199000,등록일 2020.06.,261
145,삼성 갤럭시북 NT750XDZ-A71A 11세대 i7 고성능노트북,1299000,등록일 2021.05.,259
146,삼성 갤럭시북 LTE NT755XDA-K71AS 1.55kg 15인치  대,1599000,등록일 2021.05.,257
147,[특가 160만] 삼성 갤럭시북 프로 NT930XDB-K71A,1799000,등록일 2021.05.,257
148,[최종96만]삼성전자 갤럭시북 플렉스 NT930QCT-A38A 사무용 학생 인강용 노트북,1198000,등록일 2019.12.,251
149,최종:80만! 갤럭시북 S NT767XCM-K58S Wi-Fi전용/33.7cm/Silver&Gold/i5-L16G7/8GB/256GB/초경량,899000,등록일 2020.06.,250
150,[2021 신제품!] 삼성 갤럭시북 프로 11세대 i7 MX450 대학생 노트북 (i7-1165G7/16G/512G/MX450/Win10Home),2599000,등록일 2020.12.,244
151,[최종 136만] 삼성전자 갤럭시북 프로 NT950XDX-G51A 대학생노트북 게이밍 노트북 지포스 외장그래픽,1628000,등록일 2021.04.,243
152,[최종 136만] 삼성전자 갤럭시북 프로 NT950XDX-G51A 대학생노트북 게이밍 노트북 지포스 외장그래픽,1628000,등록일 2021.04.,243
153,삼성 갤럭시북 플렉스 NT950QCG-X716A,1999000,등록일 2019.12.,235
154,삼성전자 갤럭시북 이온 NT950XCR-G58A 대학생노트북,1199000,등록일 2019.12.,234
155,[최종57만원대] 삼성 노트북 NT350XCR-AD5WA 갤럭시북,597000,등록일 2020.07.,233
156,[최종 143만] 삼성전자 갤럭시북 프로360 NT930QDY-A51A 대학생노트북 인강노트북,1698000,등록일 2021.04.,230
157,[최종 143만] 삼성전자 갤럭시북 프로360 NT930QDY-A51A 대학생노트북 가벼운노트북,1698000,등록일 2021.04.,230
158,삼성전자 갤럭시북 플렉스 알파 NT750QCR-A58A 2in1 재택근무,1399000,등록일 2020.06.,228
159,삼성 갤럭시북 플렉스 알파 NT750QCR-A58A 2in1 재택근무,1384280,등록일 2020.06.,228
160,[최종 125만] 삼성전자 갤럭시북 프로 NT950XDY-A51A 대학생노트북 인강노트북,1498000,등록일 2021.04.,227
161,[최종 125만] 삼성전자 갤럭시북 프로 NT950XDY-A51A 대학생노트북 인강노트북,1498000,등록일 2021.04.,227
162,[최종54만/2종기프트] 삼성 노트북 NT350XCR-AD5AS 갤럭시북 가성비노트북 인강용노트북 사무용노트북,699000,등록일 2020.12.,221
163,삼성 갤럭시북 플렉스2 대학생 직장인 노트북 NT950QDA-X71AZ,1997000,등록일 2020.12.,219
164,갤럭시북 프로 NT930XDY-A51A Nvme SSD 512GB 개봉장착,1577890,등록일 2021.07.,215
165,삼성 갤럭시북 프로 NT930XDY-A51A Nvme SSD 512GB 개봉장착,1483220,등록일 2021.07.,215
166,삼성전자 갤럭시북 플렉스2 NT930QCA-KC71S,2189990,등록일 2020.12.,211
167,[혜택 170만] 삼성 갤럭시북 프로 NT935XDB-K71AB LTE,1899000,등록일 2021.05.,208
168,삼성전자 갤럭시북 프로 NT950XDC-X71A 15인치 가벼운 대학생 게이밍 최신 노트북,1998000,등록일 2021.04.,207
169,삼성전자 갤럭시북 프로 NT950XDC-X71A 15인치 가벼운 대학생 게이밍 최신 노트북,1998000,등록일 2021.04.,207
170,삼성전자 삼성전자 갤럭시북 플렉스 NT950QCG-X716A,1999000,등록일 2019.12.,207
171,삼성전자 갤럭시북 플렉스 알파 NT730QCR-A38A,1096990,등록일 2020.06.,199
172,삼성전자 갤럭시북 프로 NT930XDY-A38A,1098000,등록일 2021.04.,197
173,삼성전자 갤럭시북 플렉스 알파 i5 인강용 사무용 재택근무 태블릿 2in1 대학생 가성비 노트북,1798000,등록일 2020.06.,194
174,삼성전자 갤럭시북 프로 360 NT950QDB 대학생 인강용 포토샵 영상편집 2in1 노트북 KD71U KC71,2199000,등록일 2018.12.,194
175,삼성전자 갤럭시북 플렉스 알파 NT750QCJ-K58A 인강용 사무용 재택근무 태블릿 노트북,1798000,등록일 2020.06.,194
176,[특가175만+마우스]삼성 갤럭시북 프로 NT950XDC-X71A,1999000,등록일 2021.05.,191
177,삼성전자 갤럭시북 플렉스 NT930QCT-A58M,1689000,등록일 2020.01.,190
178,[최종83만+3종선물] 갤럭시북 NT750XDZ-A51A 1.55kg 15인치 대학생추천노트북 과제용 사무용 인강용 재택용,999000,등록일 2021.05.,190
179,삼성전자 갤럭시북 S SM-W767NZADKOO,950000,등록일 2019.12.,189
180,삼성노트북 갤럭시북 이온2 NT950XDZ-A38AW 가성비 초경량 대학생노트북,1262100,등록일 2020.12.,187
181,삼성전자 갤럭시북 NT755XDA-K58AS,1149000,등록일 2021.05.,184
182,갤럭시북 NT750XDZ-A51A 15인치 1.55kg,999000,등록일 2021.05.,183
183,[특가159만+마우스]삼성 갤럭시북 프로 NT950XDB-K71A,1839000,등록일 2021.05.,179
184,삼성전자 2021 갤럭시북 이온2 15.6  미스틱 화이트  코어i5 11세대  256GB  8GB  WIN10 Home  NT950XDZ-A58AW,1537000,등록일 2021.07.,177
185,삼성 갤럭시북 이온 NT931XCJ-K582S 블랙에디션필름 사생활보호 검은색 저반사 차단필름 보안기 정보보안기,44000,등록일 2021.06.,174
186,혜택가 145만 삼성전자 갤럭시북 플렉스2 NT930QDA-K71AZ 노트북 파우치,1749000,등록일 2020.12.,172
187,혜택가 145만 삼성전자 갤럭시북 플렉스2 NT930QDA-K71AZ 노트북 파우치,1749000,등록일 2020.12.,172
188,삼성전자 갤럭시북 플렉스 알파 대학생 인강용 재택근무 태블릿 사무용 업무용 노트북,999000,등록일 2020.12.,169
189,삼성 갤럭시북 플렉스2 NT950QDA-X72A 2in1 QLED 인텔11세대,2098000,등록일 2021.04.,163
190,[최종 133만] 갤럭시북 프로 NT950XDY-A51A 노트북,1499000,등록일 2021.05.,163
191,갤럭시북 플렉스2 NT950QDA-X72A 2in1 QLED 인텔11세대,2098000,등록일 2021.04.,163
192,삼성 갤럭시북 LTE NT755XDA-K58AS 1.55kg 15인치  대,1279000,등록일 2021.05.,157
193,[특가 188만] 삼성 갤럭시북 프로360 NT930QDB-K71A,2099000,등록일 2021.05.,156
194,"[최종 186만] 삼성전자 갤럭시북 플렉스2 5G NT930QCA-KC71S 대학생노트북, 인강노트북",2198000,등록일 2020.12.,155
195,"[최종 186만] 삼성전자 갤럭시북 플렉스2 5G NT930QCA-KC71S 대학생노트북, 인강노트북",2198000,등록일 2020.12.,155
196,[특가122+마우스]삼성 갤럭시북 프로 NT930XDY-A51A,1399000,등록일 2021.05.,150
197,최종:137만! 갤럭시북 프로 NT950XDX-G51A /i5-1135G7/Geforce MX450/16GB/256GB/노트북/인강용,1629000,등록일 2021.04.,149
198,[최종 145만] 갤럭시북 프로 NT950XDX-G51A 노트북,1629000,등록일 2021.05.,149
199,삼성전자 갤럭시북 S NT767XCM-K38S,798890,등록일 2020.10.,149
200,삼성 갤럭시북 프로360 NT950QDY-A51A 1TB 2IN1 학업용 대학생 노트북,2069000,등록일 2021.03.,148
201,갤럭시북 이온 2 NT950XDA-K78AW,2375000,등록일 2020.12.,148
202,삼성 갤럭시북 프로360 NT950QDY-A51A 1TB 2IN1 학업용 대학생 노트북,2069000,등록일 2021.03.,148
203,[최종194만+2종선물] 삼성 갤럭시북 프로360 NT950QDB-K71A 15인치 2IN1 플렉스 대학생추천노트북 S펜포함,2199000,등록일 2021.04.,147
204,최종:125만! 갤럭시북 프로 NT950XDY-A51A /i5-1135G7/16GB/256GB/색상선택/노트북/온라인강의,1499000,등록일 2021.04.,145
205,[2021 신제품!] 삼성 갤럭시북 프로360 NT950QDY-A51A (i5-1135G7/16G/512G/FD/15.6형/AMOLED),2072630,등록일 2020.12.,141
206,삼성전자 갤럭시북 플렉스 NT950QCG-XF716,2098980,등록일 2019.12.,139
207,삼성전자 갤럭시북 S SM-W767NZNDKOO,950000,등록일 2019.12.,139
208,삼성전자 갤럭시북 플렉스 알파 NT730QCR-A516A,2375000,등록일 2020.06.,138
209,삼성 갤럭시북 플렉스2 NT950QDA-X71AZ 2in1 QLED디스플레이,1999000,등록일 2020.12.,138
210,"[혜택가:110만,12개월무이자] 삼성전자 갤럭시북 NT750XDZ-A71A 15인치 고성능 사무용 인강용 1.55kg 가벼운 노트북/ 16GB SSD512",1298000,등록일 2021.05.,135
211,갤럭시북 플렉스2 NT950QDA-X71AZ 2in1 QLED디스플레이,1999000,등록일 2020.12.,134
212,삼성전자 갤럭시북 이온2 NT950XDA-KC58W,1459990,등록일 2021.01.,132
